InterContinentalTahitiResort&Spa,nous sommes restez une nuit sur un bungalow sur piloti a l'intercontinental avant d'aller dans les iles/ et nous avons diner le dernier soir avant de prendre l'avion.L'hotel est bien placé/ une belle vue et proche aeroport et centre ville/ et il semble correctement equipé. Lors du diner du vendredi soir/ la nourriture etait plutot correct/ nous avons eu droit a un spectable tahitien avec une troupe local tres agreable et c'est une tres bonne animation.Toutefois/ l'hotel est maintenant vieux et il a besoin d'une renovation importante..pas seulement parce que la decoration est depassé et semble des années 80/ mais les choses sont degradées. Nous etions sur un bungalow sur piloti/ et tous les structures sont sur des etais pour ne pas qu'elles s'efondre car les poutres de soutiens sont fissurées...et d'ailleurs/ a 8h du matin nous avons pu beneficier du marteau piqueur sur le bungalow d'a coté ou il faisait des travaux !...heureusement que nous etions reveillé a 6h30/ mais l'hotel nous a juste dit qu'il avait "oublié" de nous prevenir....sympa quand vous payé plus de 600 euros la nuit que ce type "d'oubli" existe/ et qu'aucun geste commerciale ne soit fait...car clairement vous ne venez pas a Tahiti sur un bungalow sur piloti pour entendre le marteau piqueur ...surtout dans un etablissement de ce niveau normalement. Donc je dirai/ OK pour un passage tres court (en vous assurant de ne pas avoir de desagrement avec les travaux) pour 1 nuit ou 1 repas/ mais il faut attendre que la Direction renove complement de fond en comble cet hotel.,25 juin 2018,juin 2018,FranzMeyer,3.0
InterContinentalTahitiResort&Spa,En tant que résidente à Tahiti nous avons droit à un pass pour accéder à la piscine et à la lagune. Mais je trouve cher de payer 122000xpf soit 1000€ pour 2 personnes et s’apercevoir que des résidents viennent profiter de ce privilège gratuitement (personnes installées sur 3 transats alors qu’elles sont 2/ sans serviettes de l’hôtel et visiblement sans pass non plus) et de plus/ se faire rembarrer par celles-ci car on demande le 3ème transat gentiment. Je conseillerai donc à l’hôtel de mieux prendre en compte les gens qui payent pour un pass et notamment les clients de l’hôtel qui arrivent de loin/ car en plus de nous/ il y avait des clients étrangers qui se sont retrouvés sur une serviette par terre tout comme nous alors qu’ils peut-être encore plus le droit d’avoir un transat.En dehors de ce désagrément/ l’Intercontinental de Tahiti reste le meilleur de l’île de part son cadre/ le service apporté et les activités proposés.,24 juin 2018,juin 2018,jenniferdoom83,3.0
InterContinentalTahitiResort&Spa,En règle générale/ je n’aime pas trop les hôtels de cette taille-là.Mais celui-ci est vraiment paradisiaque.Il se trouve un peu loin de Papeete (7 kms – 40/- € pour le taxi aller-retour) mais tout près de l’aéroport.Comme toutes les infrastructures nécessaires y sont/ pas vraiment besoin d’en sortir.J’ai surtout été impressionnée par le lagoonarium et la piscine avec du sable blanc.Le spectacle était aussi de toute splendeur.Nous avons mangé un soir au restaurant gastronomique/ « Lotus » et ce fut parfait.Le seul reproche que je pourrais faire c’est que lors de notre arrivée/ l’employé ne nous ait pas proposé les visites en groupe et comme nous n’avions pas beaucoup de temps et que le lendemain était un jour férié/ il nous a un peu forcé la main pour un tour privé qui était vraiment très cher. Il aurait pu nous proposer les deux options.,5 juin 2018,mai 2018,MAYEMICH,4.0
InterContinentalTahitiResort&Spa,Nous n’y avons passé qu’une nuit avant notre départ vers le Japon/ mais l’hôtel vaut la peine d’y rester un peu plus longtemps.Très bien situé (proche aéroport notamment)/ avec comme contrepartie le bruit des avions (surtout la nuit).Personnel très compétent et serviable.Le restaurant le Lotus est vraiment super/ avec des plats particulièrement savoureux (probablement le meilleur restaurant que nous ayons fait sur la Polynésie).Chambre bien équipée.Belles piscines et très beau Lagoonarium.Au final/ vraiment très bien !,2 juin 2018,mai 2018,NathanS3533,4.0
InterContinentalTahitiResort&Spa,Nous avons séjourné 3 jours dans cet hôtel.Notre check in a été rapide et efficace.L'hôtel a répondu à nos exigences/ accompagné d'une enfant qui ne supporte pas les berceau/ un lit supplémentaire a été installé près du notre. Etant enceinte/ j'ai demandé à être près de tout/ chose dite/ chose faite. Facilité d'accès au restaurant/ à la salle de gym très bien équipé/ accès facile à la piscine principale.L'hôtel possède deux piscines dont une ressemblant plus à une plage artificielle/ avec un bar intégré et vue sur l'île soeur MOOREA. toujours un Pool Boy pour vous servir / des serviettes très propre/ et des transats bien entretenue.Le petit déjeuner est très complet/ vous pourrez y dégustez du poisson cru au lait de coco / des fruits locaux (ananas/ pastèque/ melon/ coco/ banane....) les buffets sont fait avec des produits frais et locaux/ et les cuisines sont hygiénique/ il n'y a aucun reproche à faire de ce point de vue.L'hôtel est le seul qui possède un parking privé avec accès par carte chambre pour les clients de l'hôtel.En gros nous sommes satisfait d'y avoir séjourné/ tout le staff est très professionnel. La réception/ la conciergerie/ les serveurs/serveuses / les pool boy/ les bagagistes/ les femmes de chambres.Nous sommes résidents de l'île et nous avons séjourné dans la plupart des hôtels/ et l'intercontinental Tahiti restera notre meilleur séjour.L'hôtel à ses jardins entretenu par leur staff. J'éprouve un grand respect pour ses petites mains qui travaillent dans la plus grande discrétion et avant notre réveil afin que l'on puisse passer un agréable séjour.Pour tout touristes/ l'hôtel est près de l'aéroport/ il y a des navettes pour la ville/ il y a des shows tahitiens la semaine/ un club de plongée/ une boutique/ et l'hôtel est près d'une grande surface.Vous ne le regretterez pas.!,29 mai 2018,mai 2018,laialexevelyn2101,5.0
InterContinentalTahitiResort&Spa,Samedi soir... 18h... nous sommes trois personnes et souhaitons boire un verre. Les tables sont remplies mais ce n’est pas la grande affluence. Un serveur s’approche de nous et nous lui indiquons que nous sommes trois personnes...Sa réponse : « ah ben... j’ai pas de place ! »Un espace sous le fare est fermé et il est demandé s’il est prévu s’ouvrir cet espace ou récupérer une table ?« Non ! J’ai pas de place ! »Quel effort pour accueillir la clientèle !!! Un service hors norme !!! Bravo l’accueil polynésien !!! Bravo l’intercontinental !!!Je ne suis pas serveur/ ni restaurateur... mais en tant que client/ j’aurais préféré avoir un serveur investi qui me réponde un truc du genre : « désolé monsieur je n’ai pas de place pour le moment. Attendez un moment/ je m’occupe de vous... »La honte !!!,27 mai 2018,mai 2018,christopheh418,1.0
InterContinentalTahitiResort&Spa,Je suis résidente en Polynésie mais cet hôtel par la qualité de son accueil la gentillesse du personnel et le site/ juste en face de l'ile de Mooréa/offre une sensation d'évasion exceptionnelle.Les chambres sont très agréables/les deux piscines/ et le restaurant du Lotus sont dans un cadre grandiose.,24 mai 2018,mai 2018,eschenlohr7,4.0
InterContinentalTahitiResort&Spa,Le personnel est gentil/ tous particulièrement à la restauration/ très serviable et souriant.Le spectacle du dimanche matin est très bien avec la venue de marchands. La restauration est très bonne et variée.Les piscines sont bien heureusement qu'elles sont là car l'eau du lagon ne donne pas envie de se baigner mais nous sommes près d'une grande ville Papeete.Le jardin est magnifique avec une diversification de plantes.Les chambres sont correctes et le service proposé lors des départs tardifs est très bien/ mise à disposition d'une salle ou se trouve une douche/ mise à disposition d'un coffre fort et de la bagagerie/ pas besoin de se promener avec tous nos bagages.,17 mai 2018,mai 2018,losanbe,4.0
InterContinentalTahitiResort&Spa,Il y a un an/ nous avions été très déçus du spectacle et avions un très mauvais souvenir du restaurant .... Mais avons reçu de la famille et avons retenté non seulement le spectacle mais aussi le restaurant ... Et bien bravo la Compagnie de Mme Trompette a mis le feu/ le service a été parfait et tout ce que nous avons mangé était parfait !Vraiment très agréablement surpris ... Et les prix très corrects ! Merci !,14 mai 2018,mai 2018,isabelle r,4.0
InterContinentalTahitiResort&Spa,Son avantage principal: juste à côté de l’aéroport. Ensuite.... rien d’exceptionnel !!Les chambres sont sans surprises ni originalités. La qualité du restaurant est très moyenne. Comme on l’a constaté un soir/ cet hôtel est fait pour les américains et en particulier les croisiéristes !!!,6 mai 2018,avril 2018,nicnac70,3.0
InterContinentalTahitiResort&Spa,Sejour de 30/04 au 02 /05/2018Premiere escale dans cet hotel / et je n'ai rien trouvé à redire : nous avions une chambre superieure n°159 / avec vue sur le lagonDes notre arrivée tardive / prise en charge immediate / avec verre de bienvenueLe petit dejeuner / sous forme de buffet / etait complet et goutu !Du chaud / du froid / pour tous les gouts !Nous avons passé deux nuits et sans hesitation / nous pourrions le recommander !Le personnel charmant et serviable ajoute encore une touche de satisfaction !Il y a quand meme un bemol ; je n'ai pas trouvé d'endroit top pour nager dans la mer !Vous pourrez neanmoins profiter de deux belles piscines et d'un lagon artificiel rempli de poissons !Il manquerait aussi des transats !!!!Mais dans l'ensemble / pour moi / tres bel etablissementThierry ; France,2 mai 2018,mai 2018,jacquinth,4.0
InterContinentalTahitiResort&Spa,Cet hôtel est à proximité immédiate de l’aéroport.Le buffet du petit déjeuner est top mais manque de spécialités locales.Attention certaines chambres n’ont pas été rénovées...L’accueil par des tahitiens en paréos torses nus est plutôt sympathiqueJe recommande cet hôtel pour un stop court à Papeete mais pas pour y rester plusieurs jours.Le restaurant gastronomique est excellent.,29 avril 2018,avril 2018,Marlène P,4.0
InterContinentalTahitiResort&Spa,Très bonne soirée pour mon anniversaire/ un buffet de qualité avec des plats locaux/ j’ai pu goûter à pas mal de spécialités/ les frites de uru et le poulet fafa sont incroyablement bon ! En entrée je n’ai pas pu m’empêcher de sauter sur le sashimi !Un joli spectacle accompagne la fin du repas et j’ai eu le droit à une petite surprise pour mon anniversaire/ j’ai fini sur scène pour danser/ quel souvenir ! Mauruuru roa !! Nana !!,15 avril 2018,septembre 2017,FranckTerenui,5.0
InterContinentalTahitiResort&Spa,Hôtel proche de l’aéroport/ ce qui est agréable juste après le long voyage ! Belle vue et staff agréable ! Petit déjeuner agréable et très vaste ! Pas contre si vous avez le petit dej inclus / il faut payer plus pour avoir des jus de fruits frais ...,14 avril 2018,avril 2018,routard_60,5.0
InterContinentalTahitiResort&Spa,Nous avons passé une nuit dans un bungalow sur pilotis. Superbe cadre pour notre première première nuit en Polynésie.C’est un hôtel parfait pour une nuit de transit confortable. Personnel très accueillant et arrangeant. Nous avons pu bénéficier d’un early check in tres simplement.,1 avril 2018,avril 2018,juliensmsn,5.0
InterContinentalTahitiResort&Spa,Très bel hotel/ personnel très sympa et prevenant. Chambres comme il faut avec tout le comfort minimum. Piscines très agreable(à privilégier la 2nde à côté du resto le lotus). Restos moyen mais la qualité et la. Un peu cher mais comme un peu partout en Polynésie. On I retournera et en plus a 5 MN de l aéroport.,29 mars 2018,mars 2018,fredsylvieBiarritz,4.0
InterContinentalTahitiResort&Spa,Hôtel très agréable face à Moorea et ses couchés de soleil à couper le souffle ainsi qu'au pied de Papeete/ idéal pour commencer ou finir un voyage. Cuisine délicieuse/ extérieur avec piscine/ plages/ bassin naturel pour regarder les poissons/... un résumé du Fenua dans un même lieu avec du personnel d'une grande gentillesse. Un moment magique,19 mars 2018,septembre 2017,Marieduvergier,5.0
InterContinentalTahitiResort&Spa,Une température constant mai attention le soleil ! il est plus brulent / pensé a prendre la crème pour les lèvre aussi / pour changé de l'argent faite le sur place moins chère a la banque & puis il y a la saisons humide & sèche / profité d'aller nager avec Baleines ( très gentil ),20 février 2018,septembre 2017,jeanpierref730,5.0
InterContinentalTahitiResort&Spa,Cet établissement en bordure d'un lagon est magnifique/ malgré qu'il existe depuis plusieurs dizaines d'années. L'immense piscine à débordement/ le lagon avec ses nombreux poissons avec lesquels on peut nager/ les aires communes dont le grand hall d'entrée tout ouvert/ le resto et les bars et la convivialité du personnel/ tout cela contribue qu'on s'y sente bien dès qu'on y pose le pied. Les chambres sont décorées à façon polynésienne et malgré qu'on sente qu'elles ne sont pas très récentes sont tout de même très confortables et offrent pour la plupart une vue sur l'eau. Étant membre du club de récompenses des clients du groupe IHG / jai réservé directement sur leur site et non seulement j'ai eu droit au meilleur tarif possible offert aux membres AAA/CAA/ mais j/ai également eu droit à des privilèges "early check-in" et "late check out" même si l'hôtel affichait Complet/ ce premier samedi de Février. Bref/ un hôtel incontournable pour qui aime le grand confort et les magnifiques aménagements balnéaires.,13 février 2018,février 2018,PIERRE N,5.0
InterContinentalTahitiResort&Spa,Nous avons passer une nuit a l'hôtel et nous sommes ravis merci pour le Front office pour l'accueil chaleureux. Merci au staff housekeeping et a la maintenance pour leur efficacité. Merci a Mathys pour son accueil au bar pendant la forte pluie il a été au petit soin! Merci à l'équipe du restaurant en salle equipe du soir et du matin. Pleins de sourires ça fait plaisir. Seul point négatif l'équipe du matin cuisine au buffet/ mauvaises têtes et visages fermés aucun bonjour pas de sourires et buffet chaud décevant pancake collés et sec dans le shafe and dish /champignons juste decongeles et non retravaillés.Mais sinon super bon sejour nous reviendrons . C'est notre maison maintenant !,13 février 2018,février 2018,nolwennfaure,5.0
InterContinentalTahitiResort&Spa,Les coktails sont exellents rien a dire/ le petit déjeuner est superbe et la gentillesse du personnel. Déçu pour la chambre nous n’avons pas eu une chambre rénovée pour le prix de la nuit pas terrible vieillot/ en entrant il y avait une odeur de moisis. Pour la piscine superbe vraiment très beau. Et le soir un coktail avec de la bonne musique très agreable.,12 février 2018,février 2018,FrederiqueM9,4.0
InterContinentalTahitiResort&Spa,Cela fait très longtemps même avant la date indiquée ci-dessus.J'étais dans cet hotel dans le cadre de mon activité professionnelle.J'ai profité de cette occasion pour amener ma femme.Ma femme a été très ravie par le service.Et cerise sur le gâteau/ sans rien demander au moment du paiement les petits déjeuners de ma femme ont été offerts.Vu la qualité du petit déjeuner/ c'est plus qu'un cadeau.J'espère pouvoir revenir dans cette hôtel.,9 février 2018,mars 2017,Sulotek33,5.0
InterContinentalTahitiResort&Spa,Place agréable qui n'a pas bougé et peu changé depuis le temps ou on l'appelait le Beachcomber. Rien de mieux pour un verre apres le travail ou un diner en amoureux notamment le vendredi soir avec Alma soirée merveilleuse. Le spa est également de grande qualité avec un accueil chaleureux et des soins appliqués et efficaces,22 janvier 2018,novembre 2017,Bob H,4.0
InterContinentalTahitiResort&Spa,Au lotus swim-up bar/ nous avons dégusté de très bons cocktails accompagnés d'une musique jazzy jouée par un orchestre : on en aurait bien fait notre quartier général. Le coucher de soleil sur la plage est inoubliable.,22 janvier 2018,novembre 2017,jackyjackson,4.0
InterContinentalTahitiResort&Spa,Sejour merveilleux au paradis le personnel d'une gentillesse extreme et genereux.Hotel magnifiquePiscine immense repas tres bons soirees polynesiennes splendides.Je recommande 1000 fois a tous ceux qui auront ma chance,20 janvier 2018,janvier 2018,Voyageursw,5.0
InterContinentalTahitiResort&Spa,Tout proche de l’aéroportHôtel magnifiqueCadre idylliquePersonnel au petit soin avec le sourireBuffet déjeuner superbe varierLiterie très confortable spacieuse vue imprenable et très propreGigantesque piscine et petite plage,14 janvier 2018,janvier 2018,Lepouillerot,5.0
InterContinentalTahitiResort&Spa,Pour un 5*/ on devrait avoir le wifi gratuit !A part cela/ on se sent bien dans cet hôtel/ la chambre est fonctionnelle/ la literie super confortable.Le buffet de petit déjeuner satisfait tous les goûts : européens/ américains et asiatiques/ ont trouve de tout.,9 janvier 2018,décembre 2017,Fred1953_11,4.0
InterContinentalTahitiResort&Spa,A deux pas de l'aéroport de FAAA hôtel très sympa à condition de réserver dans la partie rénovée(a éviter toute la première partie de l'établissement)Vue imprenable sur le lagon et l'île de MOOREA.Piscine d'eau douce à débordement avec du sable.Chambres spacieuses et très agréable avec balcon avec vue mer.Bar dans la piscine typique.Excellent restaurant "LE LOTUS" chef français plat raffinés le tout à des prix abordables.Il est impératif de réserver dès son arrivé car l'endroit est petit.Le grand restaurant n'a rien à voir et les prix sont identiques pour une cuisine banale et sans intérêt .Accueil et service,1 janvier 2018,décembre 2017,lionel g,4.0
InterContinentalTahitiResort&Spa,Très bien/ à proximité de l'aéroport/ excellent service/ vue magnifique de Moorea/ grande terrasse Zen pour prendre un verre ou un café. Un beau choix café et thé dans la chambre. Les employés sont très sympathiques. Nous y avons seulement passé une nuit.,29 décembre 2017,septembre 2017,petitenoire,4.0
InterContinentalTahitiResort&Spa,2 nuits merveilleuses de détente en chambre vue jardin! la litterie moelleuse à souhait la décoration chic tropical un propreté immaculée!! le personnel exceptionnel de la réception à la femme de chambre!!,19 décembre 2017,décembre 2017,Ave R,5.0
InterContinentalTahitiResort&Spa,Nous avons dîner au tapas/ c’était bon/ joliment présenté/ avec des petits détails très sympa.Les cocktails sont excellents ! La présentation encore une fois est top.Et pour le bar du bas/ avec un concert de « brothers in arms » génial ! Le service est attentionné/ rapide et agréable.Je recommande pour y boire un verre ou dîner.,6 décembre 2017,décembre 2017,Nelly K,5.0
InterContinentalTahitiResort&Spa,j'ai la chance d'avoir vécu en Polynésie et d'avoir été régulièrement dans cet hôtel pour boire un verre ou voir son superbe spectacle du vendredi soir et pour y avoir eu la possibilité d'y séjourner 2 nuits lors d'un précédent voyage.à l'occasion d'un séjour j'ai fait un stop au bar pour boire un jus d'ananas pressé car le cadre de l'hôtel est magnifique il faut le dire.Mais j'ai trouvé que le prix de 1400 cfp pour un jus de fruit pressé est abusé/ certes le cadre est superbe mais à ce prix là autant le boire au Lotus avec le cadre qu'il réserve et pas simplement au bar.Vraiment déçue par les tarifs qui ont augmentés et le service 'basique" ne justifie pas non plus un tel tarif/ si encore il avait été exceptionnel....Dommage car c'est vraiment un très bel endroit.,5 décembre 2017,novembre 2017,Lys38gre,3.0
InterContinentalTahitiResort&Spa,Première nuit en Polynésie dans ce magnifique hôtel.Seulement 5 petites minutes de voiture entre l'aéroport et L'hôtel.Une fois arrivé tout est grand tout est beau nous n'avons qu'une hâte/ c'est de voir tout ça au reveil.Nous avions une chambre vu jardin/ pourtant première chose que nous voyons le matin en ouvrant les rideaux c'est le lagon :)Nous y avons également passé la dernière nuit avant de reprendre l'avion et malgré les nombreuses visites faite depuis notre arrivée sur differentes iled nous restons sous le charme de cet hôtel.Piscine avec vue sur le lagon/ lagoonarium/ de nombreux transats etc...Seul B-mol/ la distance avec le centre ville qui nous oblige à prendre un taxi assez cher mais pas le choix.Idem pour le restaurant. C'est un bon restaurant bien qu'un peu cher.Félicitations en revanche pour le petit dej un peu cher également mais il y a de tout. Fruit Frais/ jus de fruit Frais/ oeufs et bacon à la demande et j'en passe !Commencer son séjour dans cet hôtel c'est être certain de bien commencer ce voyage de rêve.,3 décembre 2017,décembre 2017,naouak,4.0
InterContinentalTahitiResort&Spa,Notre chambre est très sympa vue sur le jardin/ spacieuse et très propre/ le personnel de l’hôtel est très agréable et il dispose de piscines une avec sable et une sans qui ont une vue superbe sur moorea .,26 novembre 2017,novembre 2017,alexiac2,5.0
InterContinentalTahitiResort&Spa,INTERCONTINENTABLE à PAPEETE ( çà fait 30 ans qu il existe avant = le nom Beach comber ) c’est une grosse usine à départ /arrivée . le plus prés de l’aéroport ( il y a quasi rien comme grand hotel à Papetee ouvert ( le Pearl …… plus loin )si vous y faites check in à minuit = 30 minutes d’attente debout minimum ( après 30 à 36 hr de voyage ) il n y a que 2 personnes /on l'a vu les 3 fois qu on a fait check in soir / idem à midi INACCEPTABLE on ne vous offre pas le verre de bienvenue / il est sur un plateau à 5/6 metres de la reception à vous de le trouver ……… de l’eau coloré sucrée en faitsi Vous prenez les chambre premium 3 etage / devant la piscine / on vous impose un mariage sous vos fenêtres avec musiciens jusqu’à 22.30 ( faux mariage ‘ europeen qui on fait 2 h r avant sur le Motu de l’ hotel une prestation mariage avec danse $ 800 ( comparatif au 4 fourseason BOrabora le meme truc meme nombre danseuses et musciciens 1 hr $ 2.000 )Chambres sont très normailisé impersonnel / standardisé ………Buffet breakfast grand mais standarisé américain…….. repas du soir très standarisé …Breakfast on peut avoir un Pt dej expres au bar à 10 m de la reception dés 4.00 à 6.00 du matin = çà c’est très bienle patron hotel - entre autre - a rachete l ile de Marlon Brando/ là c'est = prix délire complets.............. et américanisé malgré le discours écologiquecout taxi meme à miniuit aeroport intercontinental environ 10 euros / duré 5 à 10 minutes se lon trafficpour info Papetee le dimanche RIEN est ouvert votre choix c'est soit aller à l' église ... le matin bien habillé ou au supermarché carrefour ( avec mini galerie dont une grande pharmacie ) à 5' de intercontinental / sinon tout est fermé à Papeetesauf parfois un seul magasin de perles : chaine Pearlpas de restaurant / zéro casino ( jeux)/ pas de boite de nuit .......... rienet malgré les excursionistes / il n y a rien à voir à Papeete / ( sinon planche à voile ou surf sur la presqu'ile ) donc si vous vous embeter soit un taxi tour de l' ile en 2 hr 1/2 soit louer unevoitire pour la journéesoit vous restez à l' hotel = piscine avec bar humide/ joli vue sur Moorea / et 2 emepiscines sans bar humide / avec marche ou en nageant avec des poissons,26 novembre 2017,août 2017,Patrick c,3.0
InterContinentalTahitiResort&Spa,Cela fait 5 fois que je réside dans cet hôtel pour raison professionnelle/ souvent sur des périodes de 2 semaines. Cet hôtel constitue toujours une belle adresse: chambres très confortables/ personnel particulièrement attentionné/ piscine magnifique et vue somptueuse sur l'océan.Un bémol/ la cuisine est sans âme et sans caractère. A chaque visite/ j'en fais part à la direction/ mais en vain. J'ai même l'impression que la qualité s'est encore dégradée. Il est urgent que cet hôtel prestigieux recrute un vrai chef...!!! Pour l'heure/ la carte est beaucoup trop chère au regard de la qualité des plats.,24 novembre 2017,octobre 2017,tollotmaurice,4.0
InterContinentalTahitiResort&Spa,Un hôtel parfait sur tous les plans. Chambres spacieuses. Vue merveilleuse. Restauration à la hauteur de la renommé de l hôtel. Spectacles magiques.Location de voiture. Amabilité. Boutiques. Tout y est pour faciliter le séjour et de sentir bien.,23 novembre 2017,septembre 2017,Bernarddu66,5.0
InterContinentalTahitiResort&Spa,très bel hôtel avec sa grande piscine à débordement/ sa cascade sur la piscine/ son petit lagon surplombant la mer et face au soleil couchant// au milieu d'un très beau parc fleuri . De l'hôtel nous distinguons très bien Moorea .,18 novembre 2017,novembre 2017,Marie Thérèse P,4.0
InterContinentalTahitiResort&Spa,Très bel hôtel très près de l aeroport très confortable très bonne restauration et accueil Polynésien parfait.Séjour à débuter par Tahiti ou nous avons séjourné 3 nuits dans cet hôtel.A recommander,14 novembre 2017,novembre 2017,Nathalie D,4.0
InterContinentalTahitiResort&Spa,un personnel très sympa souriant aimable/ un petit déjeuner au top/ par contre des chambres vieillissantes clim bruyante/ bruit de chaises ou des voisins/ pourtant une superbe vue / prendre le petit déjeuner a été un plaisir devant Mooréa!!,12 novembre 2017,novembre 2017,plubeau,3.0
InterContinentalTahitiResort&Spa,Avons séjourné plusieurs fois dans cet établissement sur octobre et novembre.Très bon accueil - Bon accueil avec certains membre de la restauration. Gentillesse à notre égard que nous avons apprécié.L'établissement aurait besoin d'un rafraîchissement en général. Chambre spacieuse.Personnel bagagiste est très dévoué ainsi qu'à la réception.Bonne cuisine.Belle vue sur Moorea - Beau jardin - belle piscine.A conseiller - un peu cher,11 novembre 2017,novembre 2017,Jacqueline J,4.0
InterContinentalTahitiResort&Spa,Quel hôtel! .... qui n’exploite pas tout son potentiel....dommage!Un super emplacement/ des installations plus que corrects/ des employés fantastiques/ gentils/ polis et souriants/ mais un manque flagrant aux petits détails. Tout ....pourrais être meilleurs.On a passé malgré tout de bon moment à la piscine à se reposer.,10 novembre 2017,octobre 2017,Passion-Lover,3.0
InterContinentalTahitiResort&Spa,Premiere escale polynesienne apres 24hrs de voyage/ nous voila arrivée a l'intercontinental.Premier bon point il est proche de l'aeroport ( 5 min en voiture) apres 24hrs ce n'est pas négligeable.Accueuil parfait avec cocktail de fruit frais et la gentillesse polynesienne.La chambre est spacieuse / confortable / propre et fonctionnelle.Une magnifique vue sur Moorea nous attendait à notre premier reveil.Le bar et le restaurant sont excellents/ les equipes sont à votre disposition pour tous vos désirs.Un plus / un lagoonarium a été aménagé pres de la plus grande des 2 piscines/nous a été tres pratique pour faire decouvrir les rudiments du snorkling et la faune marine à mes enfants avant les decouvertes des lagons des autres iles de la societe.Nous avons passés un excellent moment dans cette hotel/ et je le conseille pour le premier stop à Tahiti.,8 novembre 2017,octobre 2017,Sebastien B,5.0
InterContinentalTahitiResort&Spa,Ne ne sommes restés que 2 nuits après notre arrivée/ pour nous reposer après le long trajet depuis la Métropole.Accueil chaleureux/ chambre impeccable/ petit déjeuner superbe/ repas correct. Une bonne étape.,6 novembre 2017,septembre 2017,marilynd365,5.0
InterContinentalTahitiResort&Spa,L'hôtel est agréable dans son ensemble et les chambres sont biens. Toutefois/ la carte du bar le Tiki est à revoir notamment en ce qui concerne la carte du Happy Hour/ où seulement 5 cocktails sont à des tarifs réduits (et encore même pas à moitié prix !)/ ce n'est que dans ce bar que nous voyons cela/ dans les autres bars de la place et même à l'étranger/ Happy Hour signifie réduction sur TOUTE la carte et non pas sur une sélection de 5 cocktails (très peu de choix). Enfin/ les breuvages proposés sont hors de prix voire 3 fois plus cher qu'ailleurs et ne sont pas justifiés par la qualité du service (aucun sourire des serveurs/ on dirait qu'on les dérange)...,5 novembre 2017,octobre 2017,H_Ateaa,2.0
InterContinentalTahitiResort&Spa,Je ne suis pas une adepte des grands hôtels/ mais j'ai apprécié de passer les derniers jours de notre long périple d'un mois en Polynésie dans cet hôtel. Il faut dire que je le vois aussi avec mes yeux de maman : mon fiston s'est délecté de la piscine et du lagoonarium. Les petits déjeuners étaient complets et copieux à souhait. Nous avons testé le snack un jour à midi/ mais pas les restaurants/ qui n'entraient pas dans notre budget...Les cocktails sont délicieux/ et appréciables au moment du "happy hour"/ devenant plus abordables financièrement...Enfin/ un petit plus pour le parking mis à disposition des clients : nous avions loué une petite voiture/ et c'était vraiment parfait de pouvoir en disposer gratuitement et à proximité de l'entrée !,31 octobre 2017,août 2017,Anne-Laure M,4.0
InterContinentalTahitiResort&Spa,Idéalement placé après un voyage de quasi 24 heures l'hôtel offre une vue magnifique sur Moorea. A l'arrivée nous avions opté pour les villas sur pilotis. Vastes/ claires et décorées avec goût (quoi que la salle de bain évoque quelque peu l'univers hospitalier) elles offrent l'avantage d'accéder directement au lagon. Les chambres panoramiques pour lesquelles nous avions opté à notre retour après nos 18 jours de découverte/ s'avèrent également très recommandables. Le service/ diligent et efficace/ s'accorde avec l'esprit de ce resort qui si il accueille beaucoup de monde/ parvient néanmoins à diffuser cette sérénité zen polynésienne dont les bagagistes/ en pagnes locaux/ sont le meilleur symbole.La restauration/ sans être exceptionnelle/ nous a semblé tout à fait correct (mention spéciale au bar de la piscine qui contrairement au Tiki et au restaurant principal permet d'échapper aux hordes de touristes).,31 octobre 2017,juillet 2017,petitefureteuse,4.0
InterContinentalTahitiResort&Spa,Cet hôtel est situé dans un très beau parc avec 2 grandes piscines et un beau lagon.Nous avons choisi un beau bungalow sur mer et avons eu la chance d’avoir une chambre entièrement refaite à neuf (ce qui n’est pas le cas de toutes malheureusement). L’équipement de ce bungalow est luxueux et très agréable.Nous avons pris le repas du vendredi soir pour assister au spectacle de danses locales et avons été très déçus. Nous avions assisté en 2006 à ce genre de spectacle et il avait duré bien plus qu’une heure avec une histoire d’une princesse qui rencontre un beau jeune homme et tombe amoureux et fini par une grande fête de mariage.Le spectacle que nous avons vu lors de cette nouvelle visite était simplement quelques danses sans histoire et fil conducteur et après moins de 30 minutes le spectacle était terminé. En plus avant et durant le spectacle le service de table n’était pas suffisant et les assiettes vides s’empilaient sur les tables.Le personnel de service est très agréable et toujours disponible.Malheureusement le rapport prix/performance est surfait avec un petit déjeuner à 41 dollars et un buffet spectacle à 110 dollars.,28 octobre 2017,octobre 2017,S4901DJjeanb,3.0
